comments	hate
정말로 재밌는 영화 gg	0
문재다문재  승징빙세끼들..	1
홈쇼핑 좀 안나오셨음 좋겠어요	0
ㅈㄱㅈㅈㅈㅂ ㅁㅈㅎ	0
재스퍼 넘 귀여운듯~ㅎㅎㅎㅎ	0
ㄹㅇ	0
짤품번 DDH-971	0
연애만 하세요.	1
sns로 열애인정해서 맞은거아녀????	0
이런글쓰는애들 특징 키만큰 씹여드름안경충 대두열폭들 키작은존잘남보면  내보다작내하면서 어깨힘드감 현실은 ...	1
믿고보는 혜리♥♥♥	0
할매젖x, 뱃살x, 몸매 s라인, 유륜은 적당해야됨(너무크거나 너무 작아도 x), 엉덩이가 빵빵해야됨	1
걍 해본말인데 또 발기하노 ㄷㄷ	1
Aloha~	0
지랄도 풍년이다. 문재앙이 과거사로 사사건건 시비거니 아베가 빡쳐서난 사단인데, 애먼 여행객 한테 왜 지랄들이냐? 아예 공항도 폐쇄하고, 뱃길도 끊지 그러냐?	1
소확행을 택한 현명함을 응원합니다~	0
별 대단한 특종뉴스 나셨네	0
사기방송은 거르자...관심없다	1
서울대보낸 과외생만 몆명인데 호ㆍ후	0
조가튼 소리하고 있네 자살시도한 사람은 80프로이상 다시 자살시도 하는 	1
근데 솔직히 김정훈 천재유전자 받고 싶어하는 여자들 많을텐데..	1
비싸면 시켜 먹지말고 가서 사가지 와...	0
저도 순수한 프로틴 덩어리인 정액비누 만들어 드릴게요	1
너무너무너무너무너무너무너무너무너무너무너무너무재미있어요..	0
니에미 분쇄육 비둘기들이 쪼아먹는중이노 맛잇노 이기 !!	1
가면가왕 아직도 하네 ..반갑다 ㄹ	0
아마 엘리사는 아니셨을 듯...	0
어이 김씨 폰만지지말고 일해	0
아이유 따라하지마	0
팩트라기보단 쓴소리에 가깝지쓴소리영상으로 아직도 회자되고 있으니까	0
하여간 여성인권 여성인권 하는 것들이 같은 여자를 더 깎아내려요 보면은	1
이루? 태진아 꼭두각시 말인가?	1
건포도박혁권씨? 사랑합니다.ㅋㅋㅋㅋㅋ0	0
어릴때 만화와 애니로 책으로 졸라재미있게 즐겨 봤었는데 이것도 너무나 재미있게 흥겹게 끝내줬다	0
페미는 정신병이다. 정신병. 회사에서 여대 거르는게 왜그런줄 아직도 모르나?	1
난 이 배우만 보면 우리 엄마가 생각나더라... 볼때마다 슬퍼진다.	0
아 대박 ㅋㅋㅋ 아 진짜 ㅋㅋㅋㅋㅋ 너무웃겨 ㅋㅋㅋㅋㅋ 아 ㅋㅋㅋㅋㅋ	0
짠돌이보단 낫다	1
둘이 재밋더라 ‼️‼️	0
트와이스 만든 장본인이시다.까는것들 죽는다	1
법부터가 지롤이네 법안 똑바로 안만드냐? 국개의원들..	1
무죄 무죄 무죄 ~~1!@@~!!	0
온 가족이 쓰레기네	1
훌륭한 스릴러 주연배우들의 연기도 좋고	0
이야기해서 그담날 사장님 덕에 돈 많이 벌고갑니다 문자 남김.	0
경찰버려도 되네 지능 무력 혼자다가능	1
저새끼 복근은 왜 저런거임??	1
솔직히 외모 귀엽고 성격 착하고 몸땡이 개좋고.. 이런 남친 있음 부모가 죽을죄 져도 걍 사귐	1
장 자크 아노의 장인 정신 깃든 웰메이드 수작.	0
캐릭터들의 개연성, 긴장과 재미 , 모든컷이 완벽하고 자연스럽다~굉장하다~진짜	0
감동과 재미와 교훈을 얻고 싶다면 꼭~!~! 보시길 강.추!~!~~합니다~실화랍니다~~^.^*	0
못기어들어오게하고 필리핀서 처맞아	1
늙은마누라 모시고살람 이정도는 호사누려야지	1
goooooooooooooood!!	0
중환자실이면 살아도 죽은것이여	0
너무 예쁜 모녀입니다~^^	0
아잰데 모름	0
복길이도 반할만 해요	0
그래도 이번 감독이 저 년 병풍처럼 거의 지워버림	1
가만히있어도 dm오는 여자라는 성별과. 연예인임에도 dm보내야 여자만날수있는 성별인 남자.. 명확한 권력관계지. 여자는 편하고 남자만 고생하고. 여성우월주의국가	1
목사들이 신도들 돈 걷어서 계좌이체해줌	0
박예진 예뻐 예뻐	0
슈퍼노바지구탈출길롯	0
제이미찡. 카와이다요.	0
비밀번호현관 의미1도없다 ㅋㅋㅋㅋ 남 지나갈때 따라들어가마ㅓㄴ끝	0
한고은 부부 재미업어요 ㅠㅠㅠㅠ	0
아주 좋은 매니저로 크게 성장할것이구먼	0
승리를 박살내는구나 불쌍하다ㅠ	0
남자는 저런 얼굴 저런 피부색톤 거의 불호지..여자들이나 좋아할지...	1
그러니 이 정부가 서울 집값을 잡을 것이라는 망상 따위는 버려야 한다. 지지층이 집가진 사람이고 그들이 집값이 올라 더욱 지지율이 올라갈텐데 그걸 왜 포기한단 말인가. 서민정부는 그저 코스프레만으로 충분하다.	0
이런 영화 정말 좋아요 ㅋㅋㅋ	0
퇴물배우 정지훈이나 외모가 지나치게 과대포장된 원조 발연기자 김태희 아줌마	1
말도 안되는 개소리임 ㅋㅋ 컴퓨터쪽 지식 조금만있어도 개소린거암	1
제발 미투 그만 짜증나	1
아 난 열대새가 더 좋앗어ㅠㅠ	0
오마이가뜨지져스크롸이스트휏	0
백종원한테도 초심따위는 없었지	1
왜?? 사회 규범 규율 때문에?? 보지에 피흘리기 시작하면 생리적으로 임신가능 시작을 알리는거 아님?? 제일 좋을땐데 뭐가 문제야? 씨발 개같은년들 애비 등골이나 쳐빨아먹다가 결혼해서 지가 쳐먹고 쳐입던거 씻고 빨고 1인분 할려니 힘들어서 징징대고 우울증 쳐걸리고 개지랄 염병하는 좆쓰레기 헬조센 창년들	1
엠OOO년들 시사방송은 껍데기는 그럴싸해 보이는데 속은 온갖 추측과 감정적인 주장만 난무하는 막무가내식 꼴통이다	1
노래종아	0
하여튼 뼛속부터 딴나라당~	0
쿵푸펜더 영어와 한글자막으로 영어공부해요 http://bit.ly/1dlPlcw	0
오정연 독한 년이네	1
치타 랩 너무못	1
송하예 라이브 짱이던데유튜브 사백만 조회수 ㄷㄷ	0
와이키키 광팬으로서 김정현 코믹 이미지를 버릴려고 노력하는게 보인다 연기자로서 칭찬해줘야지 왜이렇게 서현팬들이 ㅈㄹ맞네	0
소름;;짧은예고를 글로 보고 다음 회 다본듯 얼른다음주 ㅎ	0
너무 좋다 이런 영화 느낌	0
왜 엄마 성을 따랐지?	1
연기의신 나문희선생님 압승	0
저 양반은 어쩌다 저리 됐을까요?	0
링크한번 딱 주면...	0
훠훠훠 진즁권씨바둑이보내겠슘니돠 컴퓨터확인해보시죠 쪕쪕쪕 	0
그람시롱 투표할 때는 아따 우덜 편을 우덜이 안찍으면 누굴 찍는 당가? 하면 민주당찍.	0
보나마나 법정 드라마를 빙자한 로맨스 드라마 찍겠지. 내가 장담하는데 고아라랑 남자 주인공이랑 로맨스 장면 보여주는데 시간 다 날린다. 한국 드라마 수준이 그렇지 뭐 그걸 좋다고 보는 사람들도 똑같고	1
재미없어 안봄	0
하승진 패밀리 핵꿀잼ㅋㅋㅋㅋㅋㅋ 계속 나와주세요!!!!!!	0
좆병신들 부페 맛없다고? 니 애미애비가 해주는밥 인증해서 올리고 그지랄 해라 븅신들아 애미가 밥안차려주면 방구석에서 라면이나 끓이고 있을 새끼들이 아가리는 시발	1
줄서봄니다~	0
AKSYAKSY AKSY	0
틱장애라는 소재로 재미있고 만남의 이야기들에 보는내내 몰입장난아니게했네요.^^	0
ㅋㅋㅋㅋㅋ 개그맨 하셔도 되겠습니다 올해 들은 개그중 최고로 웃겼습니다	0
음식전부 원단가 솔직히 1만5000원 절대 안넘는다 목아지 건다	0
그렇게 따지면 중국도 GDP가 세계 탑클래스여...지금은 모르겠지만 10년전쯤은 세계 2위였다	0
그만 좀 나와라 김종국	1
에르몬넬라 야호의 연기력이 돋보였던 오페라. 몰입이 너무 잘됐어요.	0
란닝맨 언급하는거 다 초딩이지 뭐ㅋㅋㅋㅋ 정형돈 한테도 이렇게 욕했나ㅋㅋㅋㅋ 은퇴 한다고 했다가 나오는거 연예인이 tv나오는건 당연한거지ㅋㅋㅋ 사고 친거아니고	1
멜론 차트 아웃입니다 삼가고인의 명복을 빕니다	1
이걸 6회나 봐야한다니.......	0
짱꼴라가 왜 우리나라삼?	1
얘 전에 후원자랑 뭔일터졌던거 같은데 벌써 결혼이야? ㅋㅋ! 그일 있고나서 완전 비호감됐는데! 이왕 이렇게 가는거 은퇴도 같이 하는건 어때? 이미 논외로 친지 오래라! ㅋㅋ! 잘가라! 어차피 관심밖인데 그냥 짜저있기를!	1
잘못한게 없는데 뭔가 잘못한 사람 같음	0
하현우도그렇고 지르면 다가왕이네 ㅉㅉ	1
79년생 하하 아직도 초딩캐릭터 아냐? 김종민도 그렇고 어른 이미지로 가는거 별로 안좋아할텐데	0
이거 1,2 다 봤는데,진짜 재밋다 메튜 오레리,얼짱인가..?잘생김..	0
상습에다 판매까지했는데 고작1년6개월??? 나도마약이나팔아서 몇십억해먹고1년6개월 기모띠하겠네	1
그건 스펙때문이지 당연한 이야길 하노 게이야.	0
방정현이라...조선일보 일가 아니야?? 심각하게 의심드는데	0
ㄴㄴ 재밌어요 ㅋㅋㅎ추천	0
유리가 누군데? 유리가 한두명이라지...	0
20년은 젊어졌노? 근데 목을 잡아늘인것도 아니고턱은 더 길어지고 다른사람인듯	0
사이비놈들이 뭐 어쨔??	0
머지???  일성 정일 정은 부자 머라할게 아닌거 같은데??	0
마지막 결투씬 최고! ㅋㅋ 폭풍눈물에~ 팝핀현준 할아버지 ㅋㅋㅋ	0
이건 안봐도 최고다	0
ㅇㅇ 맞음 이거임 시발 나도 중고나라 사기당했는데 역으로 조선족 씨발년들이 이지랄로 내번호 곱창내더라 ㅋㅋㅋ	1
몰입도 장난아니네요.. 추적자-황금의제국 이어서 역시나 박경수 작가... 그리고 정말 오랫만에 드라마로 복귀한 김래원 연기도 한몫합니다	0
그런 할아버지를? 저런 미청년이 인기없을리가	1
개븅신 저능아는 너고 이 병신 새끼야 ㅋㅋㅋㅋㅋㅋㅋㅋ	1
이연걸의 액션과 역사적인 다각적인 시각 변화 !!	0
미쳤나 진짜 시발	1
완전재밌어요>.<	0
작년에 우연히 생각나서 스타게이트 영화보고 아틀란티스, sg-1, 유니버스까지 지금 몇번째 보고 있는지 모르겠지만 스타게이트 시리즈의 최고 장점은 동서양 문화,신화까지 조합한점, 높은 현실성, 웃음의 3박자가 높은 수준으로 결합된 것이라는 점. 최고!	0
엔트랩먼트	0
이성우는 재미없어안보고 기안나와서 재밌게봄ㅋㅋ	0
인상이 좀... 예쁘기론 연옌 탑텐급인데 인상이 좀 싸하지 편견이라하겠지만 살아보니 사람은 생긴데로 산다고 느끼고있어서... 인상 무시못하지... 웬만해선 성격 맞추기힘들거야	1
예원이가 불쌍한거였어	0
난 그저께 파키스탄에서 접속시도 했다고 경고뜨던데 시발 ㅋㅋㅋ 대체 어디서 내 구글 아이디가 털린건지 알 수가 없노	1
이효리 시다바리-아이유,..,아이유 시다바리-유인나 ㅋㅋ	1
내가 아는건 그리즈만 에메르송 등등	0
드라마 망했군	1
저 좌좀 연예인 정권 바끼지않는한 계속봐야돼	1
방송 나올때 너무 이뻤어요~	0
이게 남적남이라는 건가.. 얼마나 잘나가는 친구가 질투나면 이런 일을 벌이냐 ㅋ 한남들은 또 좋다고 사람 매장시키려고 들고	1
이제 약빨떨어진거같은데 고만폐지하자 잘사는집애기들 돌봐주기도아니고 노잼이다	1
유쾌하고 통쾌하며 전율이 흐르는 신비로운 우주 모험기. 이처럼 영화는 재밋어야 한다. 이거 아십니까? 늙은 스팍 역의 레너드 니모이가 바로 오리지널 스타트렉의 스팍이란 것을..	0
10만원이면 ㅆㅅㅌㅊ 돈까스 쳐먹고 말지 	0
THEK 종로구 창경궁로 	0
유재석,박명수,강호동,서장훈,이수근,은지원 요렇게 6명이서 무도2 해라. 최고조합이다	0
식상하지않나 현실부부아님 쇼윈도우	1
이인수 감독님 앞으로도 좋은 활동해주세요.	0
독립영화만보는편인데상당히신선하고재밌네요배우들연기도리얼하고요특히카산드라커플좋았어요.ㅋㅋㅋ	0
진실과 여러명의 목소리 그리고 따뜻한 눈길	0
결혼까지는 아닌듯연애하다말듯여자가 너무아까운 나이자나	1
조금 너 많이 쳐 늙었어 그리고 신라면 라면 면빨 쳐 먹을때 어금니ㅡ없니 무슨 이빨 다 빠진 노인내처럼 씹어~진짜 맛 없게 쳐 먹더라	1
참 이쁜 영화_	0
랩퍼면 랩이나 잘하면 되고 가수면 노래만 잘하면 된다. 되도 않는 머리로 정치질하려니까. 안되는거지.. 지금의 김종국, 백지영 선배가수를 봐라. 죽을듯한 고통을이기고 노래로 승부하여 다시일어났다.	0
문재인들어서고 언론이 더더욱 언플날조만일삼고 신뢰잃어 쓰레기되가는즁.	1
15년생인 울아들은 유모차 안타는데	0
아름다운 영화	0
앨빈,사이먼,테오도르,브리트니,쟈넷,엘레노어 다 넘넘 귀여워요!동생들이랑 재미있게 넘 잘봤어요!good~★	0
용접공, 배관공은 어느정도 ㅇㅈ해주자! 이기!	0
웃고 울고 많은 것을 느끼며 돌아갑니다.일본 내에서 차별을 받으면서도밝고 건강하게 살아가는오사까 조선고급학교 학생들,오사카쵸코 럭비부 여러분들을응원합니다! \(ㅎㅂㅎ)/	0
20t세기 최고의 영화음악	0
엥 이쁜데? 달라보인다ㅋㅋ 외모로는 이미 배우지	0
@반일반북 	0
구글 업로드 속도 40~50mb 나옴	0
좌티비씨가 사람죽이노	1
여기 써있는 그대로의 문장이면 성실이고 자시고 니가 넘겨짚고 있는 것 같은데?공부할 생각 없으면 용접하란 소리 아님? 용접에 공부 필요없는거 맞잖아글쎄 뭐 호주니 뉴욕이니 하는 데서 이런 기능공이 돈을 많이 받는다고 하는데 실제 인식이 어떤진 모르겠지만기능공이 공부해서 얻는 직업이랑 같은 대우를 받는 나라였으면 이게 문제가 되는 발언일까? 그냥 공부 안 맞으면 용접해라 하는 다른 선택지를 제시해준 것 뿐이잖아이게 기능공 비하발언이라고 주장하는 사람은 그 사람부터 은연중에 기능공을 한 수 아래로 보고 있다는 소리밖에 안 되는 것 같음	0
우린 타나라 (중국.일본) 같은 나라들 까면안됨 애초에 우리부터 ㅆㄹㄱ폐급 뇌절온 수준인데 누가 누굴 까고있냐?	1
마을끌어닷도 너무 어려서라 몰랐겠지만..열심히 활동해서 배로 갚아주세요! 이자까지요! 부모가 빚이 있으면 상속포기 안하면 자식에게 되물림됩니다..	0
깨금찡♥♥♥♥♥♥♥♥	0
앞으로는 홍어무는 시상식이나 가요대전에 못나오게 해라. 2.3곡 내서 합산해 음윈상 타는 비히트곡 그룹.인성이 별로더라, 논란이 안되어 그렇지 .	1
듣기로는 암묵적으로 대학컷이있다	0
그는 진정 우리편	0
도입부 음악만 들어도 가슴 뭉클해지는 뜨거운 울림, 모든 면에서 완벽한 밀리터리물 종결판	0
일본 축구 져라	0
진짜 잼섯 너무재밋어서 책까지봣는데 나는 영화가 더잼드라 몰르고봐서그런지 근데 또책보니까 영화보면서 의아해했던부분이나 세부적인내용까지다나와서잼섯 ㅋ 근데 왠지모르게 책에 캣니스는 성격이 좀더 소녀다운 그나이다운 느낌이고 영화는아무래도 성인스럽달깤ㅋㅋ	0
탁재훈 주식으로 대박 났다고 또 뻥치고 다니던대	1
버징가!101010101010	0
정신좀 차려라 징징아	1
니가 살찌는건 쳐먹고 운동을 안해서지	1
미친짜식~~정준영이나 승리나 쓰레기나이 어린것들이 못 된것만 배워가지고욕도 아깝다	1
난 mc몽 그리웠다!!!! 아직도 노래 듣고 그립다!!!!	0
애기 5살인데도 유모차를 태우는구나	0
개소리하면서 도망가지 말고 근거 가져와 씨발 새끼야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
드라마가 선을 넘었어. 현실에 있는거 다 갖다가 짬뽕하면 맛있을 줄 알았나.	0
이정도면 존못은 아닌듯	1
ㅇㅇ 이제 끝임	0
너 이중에 몇가지 해당되냐 솔직히? ㅋㅋ	0
최소한 9점대는 되야하는 적어도 한국에서 만든 최고의 로멘틱 코미디물이다	0
아니길 바랬는데. 그런식으로 친하지 않길 바랬는데... 둘 다 어렸을 때 가수가 되기 위해 열심히 했던 사람들인데 왜 지금은 이렇게 된 거야...	0
전라남도 화순	0
한남들은 페미, 메갈 이런것도 안하는데 말하는거 들으면 토악질나와서 칼꽂고싶음 ㄷㄷ 한국남자분들 제발!! 인성 좀 갖추고 예의바르게 사세요.	1
미친새끼들 저거 사실상 외압이네 .. 청와대에서 공문보내면 불법아니냐?? ㄷㄷㄷㄷㄷㄷ	1
마자 격주로 번갈아가면서 나와줬음 좋겠다 ㅜ 진심 ㅠ	0
비교불가 용접이지	0
사자 명예훼선으로 인터폴 수배 바랍니다..	1
재미있어요굿굿굿귯귯	0
논란은 늘 이런 기사의 제목이 한 몫 하는 듯!돈 많은 사람들은 돈을 써야 경제가 돌아가죠 명품을 입든말든~ 이런 제목 진짜 별루에요..ㅡㅡ	0
윤썩려리 기소하지 말라고 하는거 아닐까??	0
이유 파악도 못하고	0
나이를 처먹어도 저건 왜 저따위로 사는지 원	1
자율주행하나로 밥벌어먹는 테슬라가 맨끝 ㅋㅋㅋ 신뢰성이 좀	0
세계대회치고 장소랑 사람만 다르지 세계적인 느낌은 없네요 ㅋㅋ 글고 1과 엔딩이 같네 ㅋㅋㅋㅋㅋ 굿 ㅋ 보면서 느낀게 진짜 특이한사람=똑똑한사람 ㅋ 이란걸 다시한번 더 알았네요	0
공군썰 흔치않아서 ㅇㅂ군생활 2년 1개월동안 가장 좆같았던 때가 말년에 BAT파견 나가서였음근데 규모가 작다는거 보니 전대급인가?	0
김종민같은 호구는 연애못해 ㅎㅎ 나쁜남자가 대세지 박력있게 주먹질도하고 돈도 빨아먹고 쌍욕해주면 여자들이 좋아하더라 ㅎㅎ주먹맛 못잊어서 술만취하면 전화오는 여자가 한둘이 아니다! 무조건 패라 두번 패라~!	1
재미가있었고 여름에 더운데 물포켓몬 있으니깐 시원하네요..	0
정말 재미있게 봤어요 친구와 함께 보면 정말 더 재미있답니다이야기거리두 생기구요	0
"""세계,동,스틸..,무용.24씨티. 담 영화도 꼭 본다 """"졸리면서도 슬픈"""" 그의 영화가 좋다"""	0
딸도 죄가 있지. 악마의 씨앗에서 태어난것도 문제가 되고...	1
머리. 누가 그렇게 해줬나요?? 이상해.	1
둘이 방송 시키지마!!!' 꼴보기싫다니미	1
예쁜 영화.	0
이상한짓좀하지말았으면..허락받는다고 저런데올라가 누워찍는게 ..좋아보일리가있니	1
형사 공소시효가 남아봐야.. 이미 뉴질랜드 국적취득 했으면.. 적색수배 내려봐야.. 데려올 길도 없음....강제 소환요청 있어도 그쪽 법원에 의의제기하고 항소하면 데려오는데 수십년 걸림... ㅣ	0
홍유라 홍화영 문비서 이 세명 하차시켜라 드라마 집중을 못하겠다 !!!!!!!!	0
이런상간년들하고파람피우는게 바로니신랑이란다	1
짱!!!♥♥♥.♥♥♥♥.♥♥♥.♥♥♥♥.♥♥♥♥.♥♥♥♥.♥♥♥♥.♥♥♥♥.♥♥♥.♥♥♥♥.♥♥♥.♥♥♥♥.♥♥♥.♥♥♥.♥♥♥♥.♥♥♥.♥♥♥.♥♥	0
https://www.google.co.kr/amp/www.donga.com/news/amp/all/20190625/96168051/1선동이다 3심에서 유죄라고 다시 2심내려보냄	0
전여친 158 이었는데 여자든 남자든 키 큰게 좋음	0
여자들이 지금 이때다하고 욕하는중 ㅋㅋㅋ	0
30대 여자들은 군대도 안가는데 군대 이야기에 이렇게 관심이 많을까?? 젤 싫어하는 이야기 탑3라면서??	1
주예지 걸레아니다 말함부로하지말아라...	0
왜 이렇게 늦게 가는데....?? 병역비리세요???	1
진짜..한심..이 시점에 전에 일본간 사진올렸다면..비웃은거지..더 나쁜 인간아님 모지리	1
동의 완료	0
ㅋㅋㅋㅋㅋ 티비조선 천사네 ㅋㅋ 50퍼센트 가져가도 되는데 25퍼센트면 혜자지	0
웃기긴 진짜 웃김 이문식,강성진 진짜ㅋㅋㅋ	0
으리으리으리으리으리	0
이짤은 보면 볼수록 다각임ㅋㅋㅋㅋ	0
이젠 여배우? 자유한국당 더럽다 적당히해라	1
아니그럼 팬티를안입은거야?....헐....더러워....	1
무슨 영화에서나 봤을거같은 벌레들 많이 볼거다	0
남의 나라일에 왜?	0
그냥적당히하시지 나도40대지만 솔까 반짝했지 글구옛날노래다시부르는거 반칙아님 다른가수가 리메이크하는것도아니고 커버곡도아니고 왜들난린지	0
네명 다 매력 터지는데 옥주현 나올때더욱 집중된다 ...	0
잘생긴데다가 연대 정치외교.. 인재셨군요 삼가 고인의 명복을 빕니다.	0
재밌음 킬링타임 용으로 좋음(하균신 나와서 십점) 신하균 섹시해ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ	0
연극도 연기냐 존. 작위적에 나 연기한다 자랑하고 느끼하고. 뮤지컬도 그렇고. 오바들하네	1
2015년 5.28 피치퍼펙트2 개봉. ㅎㅎㅎㅎ	0
?	0
왕빛나배우님 저는왕빛나라고합니다. 출생 1981년04월15일출생하였습니다. 왕빛나배우님자동차이름2014 벤츠 SLK클래스 AMG27머4345하얀자동차마죠. 이름이똗같아서 놀랐습니다. 임신축하드립니다. 딸잘키우세요.왕빛나호텔부회장님입니다.	0
피터 딘클리지의 엄청난 연기를 감상하실 수 있을 것임.	0
차라리 공개사과한 정우성한테 칭찬을 해주든가 여성을 꽃으로 비유한 표현을 지적해준 사람들한테 왜 뭐라 함?	0
댓글들 진짜 형편없네ㅋㅋ;박한별이 우울증 한걸린게 신의한수다 진짜13년 기댄애는 안마방가서 헤어지자마자 여자친구생기고 하기싫은결혼해서 인생막히고 무슨고생이냐	1
서은수 말고는..........볼게 없는 드라마........정신 나간드라마 보고 흥분하는 조선인 수준은.............정말	1
원래 보험이 다단계식 지인팔이업종임 ㅇㅇ 	0
많은 생각을 하게 해준다 좋다. 그냥.	0
신.. 먼신? 아 .. 그 신 .. !!!	0
프로 불참러 ㅋ	1
누구임? 아는사람~	1
만인에게 평등한법.	0
아놔 어떤기사는 학폭맞다하고 이기사는 허위라하고 뭐가진짜임ㅡㅡ	0
아니 시발 수사권에 기소권까지 가지고 있으면서 법원까지 점령 당했고, 검사가  수사하려고 하면 공수처가 중간에서 가로채는데	0
딸과 딸 친구랑 같이 봤는데 어린이들도 재미있게 보는 곳 같더라고요	0
진짜 개 좋다. 진짜 개 재밌음 ㅎㅎㅎ	0
모발이식 틀딱들이 하면 가끔 붓는 경우도 있긴 함	1
뮤지컬배우박건형이오빠,넘이쁜최정원언니,사극이체질인송일국오빠까지전쟁씬두 최고!	0
"노래방가면 항상 불렀던 노래""대단한 너""였어요한번씩 이분은 뭘하며 지내나 생각도났고 슈가맨에 이재영 보고싶다고 했는데 불청에나왔네요. 어쨌든 다시보게되니 반갑네요.^^"	0
산이는 좋겠네. 한남들 사랑 듬뿍받아서~ 한남한남	1
나폴리 .도르트문트, 토트넘, 이정도가 안정권같고 그이상은 못갈듯  가도 자리 없고  진짜 맥시멈은 꼬마나 첼시정도..	0
보나마나 전라도 	0
누군가는 똥을 쳐야하고 내가 치기싫으니까 똥치는 사람 배려해주자 하면 될걸 존나 어렵게 써놓았노 전국의 분뇨관련 종사자들이 들고 일어나면 온국토가 똥바다 되는거지	1
재미있게봤습니다! 댓씽유두말고도 다른 좋은음악들 많네요~ ⌒⌒	0
구우웃조올재앰굳졸잼굳졸잼	0
20살차?? ㅉㅉ	1
명작. 홍경인 수철이도 넘좋고 인간애와 감동이있는 명작	0
앞으로 한국에서는 활동하지마라 어디서 무개념미국애데려와서 머하는짓인가몰라	1
지겹다 지겨워. 고마해라 마.	0
자살이 면죄부는 아니다. 노무현 조민기	1
라스트포원 겜블러크루도 좋은모습 많이 보여줬음 좋겠다	0
EMINEM - LOSE YOURSELF	0
이수진 프레임 잘 잡았네	0
잘생긴 육성재 대신 팬들을 위해 니가 군대 두번 가는건 어떻니?	1
XXXXXXXXXXX나 멌있엇어요	0
아들들 연예활동 하기에는 이미지추락했고 넘늦었는데, ,	1
잘 몰라서 그러는데 여자들한테 무슨약점을 잡았길래 저지랄을 할수가있는거야?	1
슈퍼맨 나레이션 좋았는데 갑자기 바뀐거 아쉬워요ㅠ..	0
잔잔한 감동과 함께 사랑하는 사람이기에 더욱 아픈 마음을 잘 그리고 있네요	0
장도리로 도환이 쇄골 으스러뜨려주고싶다♥	1
밑에 6월4일 00시59분 하니유라혜리님? 평 극공감 합니다 . 네이버 평점보고 이렇게 공감해본적 처음이네요	0
니 잘못인데 왜 좆같노... 이제부터라도 좋은 삶을 살도록 노력하면 되지	1
근데 받아들이는 사람들이 어떻게 받아들였느냐 그게 중요한 거지. 결국 본인이 어떤 의도를 갖고 있었냐는 타인 입장에선 모르거든. 비하를 예로 들면, 이 경우엔 명확히 비하를 뜻하는 단어를 사용한 것도 아니니까.	0
캠리 하브 2.5 가격 = 그랜저 하브 2.5 가격	0
재건축하면서 바뀐거지.	0
박나래는 너무 가식적인것같아 싫음!!	1
예 베이베~ 예~ ㅋㅋㅋㅋㅋ	0
폴 버호벤 감독의 이름만으로도 기대되는 영화!	0
감동잇고후반에약간의반전...신비로우면서도묘한감정을섬사하네요	0
요시다♥	0
미우새보다가 김건모 나오면 채널돌림나이먹고 하는짓이란 ㅉ	1
김정훈 이후에는 전부 연기로 돈 벌기 위함으로밖에는 안보임...	1
티비로봤는데이것은우리나라와통일이이루어지게하는영화에요잘만드셨네요그럼전이만.	0
초 고퀄리티의 제패니메이션의 정점이란.	0
굿잡베리베리 굿 베스킨라빈스에서 베리베리스토르베리를먹는 느낌이군	0
Hardest movie to watch, rather I wanted to close my eyes, the pain is shown so realistically	0
재밌당.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
2020년 3월 23일.  일베 박멸의 날이네.	0
새로운 시도. 독특한 시각. 좋은 음악.	0
강사의 시범	0
이 언니 출세했네2001년 동아여고 매점에서 일명 까진 언니들사이에서 조용히 서있던 모습이 생각나네.ㅡ1년 후배가.	1
포뇨포뇨포뇨 아기물꼬기이 저 푸른 바다에성 찾아왔어요ㅠㅠ어으이이ㅔ엥ㅇ 재밌다	0
추억의 영화 너무 재미있게잘 즐겨 봤데이 역시 터미네이터 성님까리하제 ㅎㅎ	0
그때 조언했으면 멱살부터 잡을놈이ㅋㅋ	1
근데 프틴에 비주얼이 없었잖아 에이스로 밀어줄래도 그럴애가 없었.. 다평범했음 그런 의미에서 아이즈원이 성공한 서바돌에 교과서가 될듯	1
한치같이생겨가지고 염병을하네	1
내우상jk 음악들으며 그의인생 애기를들어서인지 뭔가 친근함 . . . 인생에대해 많이 배워요!	0
미안,,그냥 죽어	0
아니 왜 멀쩡한 부부가 굶고 살지? 그냥 외식만 하나봄	0
난 절대로 임현주 욕하는인간이랑은 안논다 @.@	0
이선균 영화 미옥에서 발연기가 너무생생해.. 내돈..	1
실시간 상위5위가 연예소식??? 국민들은 마스크에 확진자노선에 정보찾는게 우선인게 뻔한데,,, 속이는짓 그만했음좋겠습니다!!!	1
키보우노 구니 니혼! (희망의 나라 일본)	0
애새끼들 처웃기다고 듣는거 개씹노이해	1
너무 재밌게봤고 중간 도서관 키스신이랑 마지막 껴안는신도좋지만 love psychedelico-waltz 노래와 어우러져서 분위기가 좋았음	0
그러지 맙시다 아직 신인인데 본인도 오죽 힘들면 하차하겠어요	0
